Book Id,Title,Author,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Date Read,Date Added,My Review
63133205,The Woman in Me,Britney Spears,,1668009048,9781668009048,5,Gallery Books,2024/01/21,2024/01/20,
122765395,Elon Musk,Walter Isaacson,,1982181281,9781982181284,5,Simon & Schuster,2024/01/20,2024/01/18,
125063314,Be Useful: Seven Tools for Life,Arnold Schwarzenegger,,0593655958,9780593655955,0,Penguin Press,2024/01/01,2024/01/13,
8248749,"The Coffeehouse Investor: How to Build Wealth, Ignore Wall Street, and Get On with Your Life",Bill Schultheis,,1101050381,9781101050385,0,Portfolio,2023/09/01,2024/01/04,
41881472,"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,,,,5,Harriman House,2023/12/03,2023/12/02,
63079845,Never Finished: Unshackle Your Mind and Win the War Within,David Goggins,,154453406X,9781544534060,5,Lioncrest Publishing,2023/02/01,2023/01/28,
54303127,"Richer, Wiser, Happier: How the World's Greatest Investors Win in Markets and Life",William                  Green,,1501164856,9781501164859,5,Scribner,2023/01/01,2023/12/02,
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,,0393609030,9780393609035,5,W. W. Norton & Company,2023/01/01,2023/11/14,
61153739,Outlive: The Science & Art of Longevity,Peter Attia,Bill Gifford,0593236599,9780593236598,5,Harmony,2023/01/01,2023/09/24,
6796675,"Buddha's Brain: The Practical Neuroscience of Happiness, Love, and Wisdom",Rick     Hanson,"Richard Mendius, Daniel J. Siegel, Jack Kornfield",,,3,New Harbinger Publications,2023/09/03,2023/09/03,"A good book, a lot to takeaway, however the mix between neuroscience and practice did not flow well together in my opinion. "
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,,006124189X,9780061241895,5,Harper Business,2023/01/01,2021/04/09,
3828902,Thinking In Systems: A Primer,Donella H. Meadows,Diana Wright,1603580557,9781603580557,5,Chelsea Green Publishing,2023/05/28,2023/05/28,
51572334,Retire Before Mom and Dad,Rob Berger,,1733914501,9781733914505,5,Glenbrook Press,2023/06/09,2023/06/09,
133307086,"Boundries: When to Say Yes, When to Say No, To Take Control of Your Life",Henry Cloud,John  Townsend,,,3,,2023/01/01,2023/06/03,
9338688,The Four Pillars of Investing: Lessons for Building a Winning Portfolio,William J. Bernstein,,0071759174,9780071759175,5,McGraw-Hill,2017/01/01,2020/12/26,
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,Timothy Lister,0932633439,9780932633439,3,Dorset House,2023/05/28,2023/05/13,
40374828,The Bogleheads' Guide to the Three-Fund Portfolio: How a Simple Portfolio of Three Total Market Index Funds Outperforms Most Investors with Less Risk,Taylor Larimore,John C. Bogle,1119487358,9781119487357,5,Wiley,2023/05/21,2023/05/21,
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,,0307886255,9780307886255,5,Crown Business,2023/05/13,2023/05/06,The best book on strategy!
1254,The Leadership Pipeline: How to Build the Leadership Powered Company,Ram Charan,"Stephen Drotter, Jim Noel",0787951722,9780787951726,5,Jossey-Bass Inc Pub,2023/04/21,2023/04/30,
13260184,The 4 Disciplines of Execution: Achieving Your Wildly Important Goals,Chris McChesney,"Sean Covey, Jim Huling",145162705X,9781451627053,5,Free Press,2023/04/30,2023/04/30,
1635,Execution: The Discipline of Getting Things Done,Larry Bossidy,"Ram Charan, Charles Burck",0609610570,9780609610572,5,Crown Currency,2023/04/23,2023/04/14,
16158601,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,,1591846404,9781591846406,5,Portfolio,2023/03/16,2023/03/05,
62634115,"8 Rules of Love: How to Find It, Keep It, and Let It Go",Jay Shetty,,198218308X,9781982183080,3,Simon & Schuster,2023/02/18,2023/03/02,
25049103,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael  Matthews,,1938895274,9781938895272,5,Oculus Media Group Llc,2023/01/28,2023/01/09,
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,,0593138511,9780593138519,5,Crown,2023/01/15,2022/12/11,
53071025,Joy at Work: Organizing Your Professional Life,Marie Kondō,"Scott Sonenshein, Cathy Hirano",0316423327,9780316423328,1,"Little, Brown Spark",2022/12/23,2022/01/13,
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,,1982167386,9781982167387,5,Simon Element / Simon Acumen,2022/12/18,2022/12/11,
37642921,Photo Organizing Made Easy: Going from Overwhelmed to Overjoyed,Cathi Nelson,,1946384232,9781946384232,3,Publish Your Purpose Press,2022/11/18,2022/11/13,
159615,Transitions: Making Sense of Life's Changes,William  Bridges,,073820904X,9780738209043,5,Balance,2022/10/18,2022/09/20,
159614,Managing Transitions: Making the Most of Change,William  Bridges,,0738208248,9780738208244,3,Da Capo Lifelong Books,2022/01/01,2022/10/26,"Great book to read when your team / organization is going through a major change. Learnt a lot on how to view when change starts and begins. I felt the book was a little verbose, nevertheless an excellent read."
93891,Software Estimation: Demystifying the Black Art,Steve McConnell,,0735605351,9780735605350,4,Microsoft Press,2022/01/01,2022/10/25,"Good book, may not be practical for all projects. Widened by perspective and thinking!"
44333183,The Unicorn Project,Gene Kim,,1942788762,9781942788768,4,IT Revolution,2022/01/01,2022/09/27,Enjoyed the book. The storyline was very packed. I liked the Phoenix project better.
55711624,"Power, for All: How It Really Works and Why It's Everyone's Business",Julie Battilana,Tiziana Casciaro,1982141638,9781982141639,4,Simon & Schuster,2022/01/01,2022/01/12,
23712990,HBR Guide to Coaching Employees (HBR Guide Series),Harvard Business Review,,1625275382,9781625275387,3,Harvard Business Review Press,2022/01/01,2022/06/24,
52098718,Why We're Polarized,Ezra Klein,,147670032X,9781476700328,0,Avid Reader Press / Simon  Schuster,2022/01/01,2022/06/24,
7847359,168 Hours: You Have More Time Than You Think,Laura Vanderkam,,1591843316,9781591843313,3,Portfolio Hardcover,2022/01/01,2022/05/09,The core concept of 168 hours and tracking it made a lot of sense. However a lot of the book is very verbose and author's way of personally managing her time may not be applicable for all.
56809161,Hot Seat,Jeff Immelt,,1508278296,9781508278290,4,Avid Reader Press / Simon & Schuster,2022/05/24,2022/05/09,
57499853,"My Life in Full: Work, Family, and Our Future",Indra  Nooyi,,059319179X,9780593191798,5,Portfolio,2022/04/29,2022/01/12,
56897483,The End of Craving: Recovering the Lost Wisdom of Eating Well,Mark Schatzker,,1501192477,9781501192470,5,Avid Reader Press / Simon & Schuster,2022/04/20,2022/04/16,
60176105,One Damn Thing After Another: Memoirs of an Attorney General,William P. Barr,,0063158620,9780063158627,4,William Morrow,2022/03/31,2022/03/31,
25310678,"Playing Big: Practical Wisdom for Women Who Want to Speak Up, Create, and Lead",Tara Mohr,,1592409601,9781592409600,4,Avery,2022/03/31,2022/03/08,
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,Tanya Reilly,1736417908,,5,Will Larson,2022/03/06,2022/03/06,
52765755,Who Gets In and Why: A Year Inside College Admissions,Jeffrey J. Selingo,,1982116293,9781982116293,5,Scribner,2022/02/06,2022/01/10,"An eye opening perspective of how decisions are made in the admissions office, the reality of the higher education business and how that matters to you. <br/><br/>Will be re-reading this book once again once my daughter is in her junior year."
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,,0374159122,9780374159122,3,"Farrar, Straus and Giroux",2022/01/21,2022/01/12,"Really loved the focus on finite time, and the importance of being present. Made me think, and reevaluate how I would like to spend my time.  The book gets over repetitive to emphasize the same point, and at times I found the arguments not coherent. Nevertheless I enjoyed reading. "
51457329,The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything,Clea Shearer,Joanna Teplin,0593138309,9780593138304,2,Clarkson Potter,2022/01/15,2022/01/07,"Loved the pictures, but very minimal content."
53084809,The Truth about College Admission: A Family Guide to Getting In and Staying Together,Brennan Barnard,,1421436388,9781421436388,5,Johns Hopkins University Press,2022/01/12,2022/01/10,
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,,1443442313,9781443442312,0,Collins,2021/12/01,2021/10/09,
8310410,Multipliers: How the Best Leaders Make Everyone Smarter,Liz Wiseman,Greg McKeown,0061964395,9780061964398,5,HarperBusiness,2021/10/09,2021/09/06,
53720447,"Connect: Building Exceptional Relationships with Family, Friends, and Colleagues",David L. Bradford,Carole Robin,0593237099,9780593237090,5,Crown Currency,2021/09/03,2021/04/03,
29868604,My Own Words,Ruth Bader Ginsburg,"Mary Hartnett, Wendy W. Williams",150114524X,9781501145247,3,Simon & Schuster,2021/08/19,2021/08/01,"Enjoyed the book, however it was too dense as it was a collection of speeches. I was expecting a more memoir style book."
42762872,Progressive Web Apps,Jason Grigsby,,1937557723,9781937557720,5,A Book Apart,2021/07/30,2021/07/30,
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"James Allworth, Karen Dillon, Daniela Caggiati",0062102427,9780062102423,5,Harper Business,2021/07/27,2021/07/24,
419461,Our Iceberg Is Melting,John P. Kotter,"Holger Rathgeber, Spencer Johnson, Peter Mueller",031236198X,9780312361983,5,St. Martin's Press,2021/06/24,2021/07/24,
54326146,A World Without Email: Reimagining Work in an Age of Communication Overload,Cal Newport,,0525536558,9780525536550,4,Portfolio,2021/07/24,2021/07/11,
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,,052553654X,,5,Portfolio,2021/07/17,2021/07/11,
40861864,The Truths We Hold: An American Journey,Kamala Harris,,,,4,Penguin Books,2021/07/10,2021/07/01,
15824365,"HBR's 10 Must Reads on Teams (with featured article ""The Discipline of Teams,"" by Jon R. Katzenbach and Douglas K. Smith)",Jon R. Katzenbach,"Douglas K. Smith, Alex Pentland, Diane Coutu, Mary C.  Kern, Linda Gratton, Tamara J. Erickson, Teresa M. Amabile, Steven K. Kramer, Vanessa Urch Druskat, Steven B. Wolff, Jeanne Brett, Kristin Behfar, Bob Frisch, Andy Boynton, Kathleen M. Eisenhardt, Jean L. Kahwajy, L.J. Bourgeois III",1422189872,9781422189870,5,Harvard Business Review Press,2021/06/30,2021/06/21,
21343,The Five Dysfunctions of a Team,Patrick Lencioni,,0787960756,9780787960759,5,FisicalBook,2021/06/19,2020/12/26,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,Jeff Cox,0884271781,9780884271789,5,North River Press,2021/06/19,2021/03/10,
51014619,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,Esther Duflo,,,5,PublicAffairs,2021/05/31,2021/05/22,
25614847,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,Lisa Damour,,0553393057,9780553393057,5,Ballantine Books,2021/05/19,2021/03/28,
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,Joel Lovell,,,5,Random House,2021/05/19,2021/05/09,
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,,0066620996,9780066620992,5,Harper Business,2021/05/09,2021/04/18,
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,Tahl Raz,0385512058,9780385512053,2,Crown Business,2021/04/18,2021/04/08,
56964049,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,Oprah Winfrey,,,5,Viking Books for Young Readers,2021/04/11,2021/04/11,
8562119,Power: Why Some People Have it and Others Don't,Jeffrey Pfeffer,,0061789089,9780061789083,4,Harper Business,2020/01/01,2020/12/26,
51770118,Acting with Power: Why We Are More Powerful Than We Believe,Deborah Gruenfeld,,1101903953,9781101903957,5,Currency,2021/04/08,2021/03/28,
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,,0316478520,9780316478526,5,"Little, Brown and Company",2021/03/28,2021/03/28,
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,Bill Carr,1250267595,9781250267597,5,St. Martin's Press,2021/03/10,2021/02/21,
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,Julie Li,194883653X,9781948836531,5,BenBella Books,2021/02/14,2021/02/07,
53317913,Rage,Bob Woodward,,198213173X,9781982131739,5,Simon & Schuster,2021/02/07,2021/01/27,
50696262,The Room Where It Happened: A White House Memoir,John       Bolton,,1982148055,9781982148058,4,Simon & Schuster,2021/01/27,2020/12/28,
7282390,"The Art of Scalability: Scalable Web Architecture, Processes, and Organizations for the Modern Enterprise",Martin L. Abbott,Michael T. Fisher,0137030428,9780137030422,5,Addison-Wesley Professional,2020/12/28,2020/12/28,
55361205,A Promised Land,Barack Obama,,1524763187,9781524763183,5,Crown,2020/12/27,2020/12/26,
35627916,Chess: The Ultimate Guide for Beginners,Cory Klein,,,,5,,2020/12/27,2020/12/27,
28682967,The Complete Book of Home Organization: 200+ Tips and Projects,Toni Hammersley,,1681881225,9781681881225,4,Weldon Owen,2016/07/26,2016/05/30,
29619107,Site Reliability Engineering: How Google Runs Production Systems,Betsy Beyer,"Chris     Jones, Jennifer Petoff, Niall Richard Murphy",1491951168,9781491951163,0,O'Reilly Media,2019/06/26,2019/05/20,
30622695,"Shut Up and Run: How to Get Up, Lace Up, and Sweat with Swagger – A Bold Fitness Guide from Peloton's Ultramarathon Coach Robin Arzón",Robin Arzón,,0062445693,9780062445698,5,Harper,2020/05/26,2020/04/05,
7972700,"The Dragonfly Effect: Quick, Effective, and Powerful Ways To Use Social Media to Drive Social Change",Jennifer Aaker,"Andy  Smith, Dan Ariely, Chip Heath, Carlye Adler",0470614153,9780470614150,5,,2020/07/01,2020/12/26,
24612196,"Getting (More of) What You Want: How the Secrets of Economics and Psychology Can Help You Negotiate Anything, in Business and in Life",Margaret A. Neale,Thomas Z. Lys,0465050727,9780465050727,5,Basic Books,2020/03/01,2020/12/26,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,,1400069289,9781400069286,5,Random House,2013/01/01,2020/12/26,
11084145,Steve Jobs,Walter Isaacson,,1451648537,9781451648539,5,Simon & Schuster,2013/01/01,2016/04/09,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,,0385349947,9780385349949,5,Knopf,2013/01/01,2020/12/26,
7841446,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,,1416596585,9781416596585,5,Simon & Schuster,2013/01/01,2020/12/26,
17249189,"Start.: Punch Fear in the Face, Escape Average, and Do Work That Matters",Jon Acuff,,1937077594,9781937077594,5,Ramsey Press,2020/12/26,2020/12/26,
99401,The Power of a Positive No: How to Say No and Still Get to Yes,William Ury,,0553804987,9780553804980,5,Bantam,2013/01/01,2020/12/26,
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,,0060521996,9780060521998,5,Collins,2013/01/01,2020/12/26,
15801967,Contagious: Why Things Catch On,Jonah Berger,,1451686579,9781451686579,5,Simon & Schuster,2013/01/01,2020/12/26,
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,,0316204366,9780316204361,5,"Little, Brown and Company",2013/01/01,2020/12/26,
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,,0316219266,9780316219266,5,"Little, Brown and Company",2013/01/01,2020/12/26,
17707768,Jony Ive: The Genius Behind Apple's Greatest Products,Leander Kahney,,159184617X,9781591846178,5,Portfolio,2020/12/26,2020/12/26,
4891811,The Knack: How Street-Smart Entrepreneurs Learn to Handle Whatever Comes Up,Norm Brodsky,Bo Burlingham,1591842212,9781591842217,5,Portfolio Hardcover,2014/01/01,2020/12/26,
16144853,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,,1591845327,9781591845324,5,Portfolio,2014/01/01,2020/12/26,
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,,0446563048,9780446563048,5,Grand Central Publishing,2014/01/01,2020/12/26,
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,Amy    Wallace,0812993012,9780812993011,5,Random House,2014/01/01,2020/12/26,
25136045,How to Be a Rainmaker,Jeffrey Fox,,,,5,Nightingale Conant,2014/01/01,2020/12/26,
18736925,Capital in the Twenty First Century,Thomas Piketty,Arthur Goldhammer,067443000X,9780674430006,5,Belknap Press: An Imprint of Harvard University Press,2014/01/01,2020/12/26,
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,,0062301233,9780062301239,5,Ecco,2015/01/01,2020/12/26,
22129114,The Virgin Way: Everything I Know About Leadership,Richard Branson,,1591847370,9781591847373,5,Portfolio,2020/12/26,2020/12/26,
22608584,Marissa Mayer and the Fight to Save Yahoo!,Nicholas Carlson,,1455556610,9781455556618,5,Twelve,2016/01/01,2020/12/26,
25530069,Charlie Munger: The Complete Investor (Columbia Business School Publishing),Tren Griffin,,023117098X,9780231170987,5,Columbia Business School Publishing,2015/01/01,2020/12/26,
40109367,Dare to Lead,Brené Brown,,147356252X,9781473562523,5,Ebury Digital,2018/01/01,2020/12/26,
18656827,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,,1591846013,9781591846017,5,Portfolio Hardcover,2016/01/01,2020/12/26,
18491275,The First 90 Days: Proven Strategies for Getting Up to Speed Faster and Smarter,Michael D. Watkins,,1422191397,9781422191392,5,Harvard Business Review Press,2015/01/01,2020/12/26,
6659874,Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,Marc Benioff,Carlye Adler,0470521163,9780470521168,5,Wiley-Blackwell,2020/11/01,2020/12/26,
11406472,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,"Joseph Grenny, Ron McMillan, Al Switzler",0071775307,9780071775304,5,McGraw Hill,2017/01/01,2020/12/26,
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kevin Behr, George Spafford",0988262592,9780988262591,5,IT Revolution Press,2017/01/01,2020/12/26,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,,0307352145,9780307352149,5,Crown Publishers,2016/01/01,2020/12/26,
32809138,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Malone Scott,,1250103525,9781250103529,5,St. Martin's Press,2019/01/01,2020/12/26,
36417234,Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,,1939714095,9781939714091,5,Silicon Guild,2018/01/01,2020/12/26,
38746485,Becoming,Michelle Obama,,1524763136,9781524763138,5,Crown,2020/01/01,2020/12/26,
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,,,,4,Avery,2020/11/01,2020/12/26,
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,,1455586692,9781455586691,5,Grand Central Publishing,2020/02/01,2020/12/26,
42118073,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,"Jonathan Rosenberg, Alan Eagle",0062839268,9780062839268,5,Harper Business,2020/03/01,2020/12/26,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,,,,5,Scribner,2020/01/01,2020/12/26,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,,9798804636129,4,Harper,2020/03/01,2020/12/26,
20763746,The Alliance: Managing Talent in the Networked Age,Reid Hoffman,"Ben Casnocha, Chris Yeh",1625275773,9781625275776,5,Harvard Business Review Press,2020/06/01,2020/12/26,
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,,0670026557,9780670026555,5,Viking,2020/09/01,2020/12/26,
35457692,The Self-Driven Child: The Science and Sense of Giving Your Kids More Control Over Their Lives,William Stixrud,Ned Johnson,0735222517,9780735222519,5,Viking,2020/09/01,2020/12/26,
8727466,Why We Get Fat: And What to Do About It,Gary Taubes,,,,5,Knopf,2020/10/01,2020/12/26,
48635878,Designing Your Work Life: How to Thrive and Change and Find Happiness at Work,Bill Burnett,Dave Evans,0525655247,9780525655244,5,Knopf,2020/12/01,2020/12/26,
36182681,Indian Food Under Pressure: Authentic Indian Recipes for Your Electric Pressure Cooker,Ashley Singh Thomas,,0999286102,9780999286104,5,My Heart Beets,2019/07/10,2019/07/10,
25899679,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up (The Life Changing Magic of Tidying Up),Marie Kondō,,1607749734,9781607749738,5,Ten Speed Press,2019/07/10,2019/07/10,
34616805,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,,1491973854,9781491973851,5,O'Reilly Media,2019/07/10,2019/07/10,
18651798,How Google Tests Software,James A. Whittaker,"Jason Arbon, Jeff Carollo",0132851555,9780132851558,0,Addison-Wesley Professional,2019/05/09,2019/05/03,
18674785,Scrum: A Breathtakingly Brief and Agile Introduction,Chris  Sims,Hillary Louise Johnson,,,2,Dymaxicon,2016/09/22,2016/09/22,
18857593,Wings of Fire,A.P.J. Abdul Kalam,,,9788173717802,5,Universities Press (India) Private Limited,2016/04/09,2016/04/09,
4894,Who Moved My Cheese?,Spencer Johnson,Kenneth H. Blanchard,0091883768,9780091883768,5,Vermilion,2016/04/09,2016/04/09,
69571,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money—That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,,0751532711,9780751532715,5,Time Warner Books UK,2016/04/09,2016/04/09,
3228917,Outliers: The Story of Success,Malcolm Gladwell,,0316017922,9780316017923,5,"Little, Brown and Company",2016/04/09,2016/04/09,
10127019,The Lean Startup,Eric Ries,,0307887898,9780307887894,5,Best Business,2016/04/09,2016/04/09,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Jim Collins,0743269519,9780743269513,5,Free Press,2016/04/09,2016/04/09,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,,,,5,Time Warner Book Group,2016/04/09,2016/04/09,
18683780,The Algorithm Design Manual,Steven S. Skiena,,,,5,Springer,2016/04/09,2016/04/09,
